Pedido;Data Cadastro;Produto;Descrição Produto;Quantidade Compra;Unidade de Compra;Preço Unit. Compra;Fornecedor;Descrição Fornecedor;Situação Pedido;Previsão Entrega Inicial;Previsão Entrega Atual;Comprador;Nome Comprador;Condição Pagamento;Descrição Condição Pagamento;Data Recebimentos;Máscara de Entrada
62178;30/05/2024;1030;Bobina #14 Zn 1,95x1000mm;6.000,00;KG;6,77;20878;PANATLANTICA CATARINENSE S.A.;Atendido;19/06/2024;19/06/2024;109;Marcia - Compras;12;28/42/56 DIAS;24/06/2024;1.01.02.04.07.00001
62179;30/05/2024;1030;Bobina #14 Zn 1,95x1000mm;12.000,00;KG;6,77;20878;PANATLANTICA CATARINENSE S.A.;Atendido;03/07/2024;03/07/2024;109;Marcia - Compras;12;28/42/56 DIAS;02/07/2024;1.01.02.04.07.00001
62180;30/05/2024;1030;Bobina #14 Zn 1,95x1000mm;12.000,00;KG;6,77;20878;PANATLANTICA CATARINENSE S.A.;Atendido;17/07/2024;17/07/2024;109;Marcia - Compras;12;28/42/56 DIAS;24/07/2024;1.01.02.04.07.00001
62759;28/06/2024;1030;Bobina #14 Zn 1,95x1000mm;6.000,00;KG;6,95;20878;PANATLANTICA CATARINENSE S.A.;Atendido;17/07/2024;17/07/2024;109;Marcia - Compras;12;28/42/56 DIAS;26/07/2024 - 14/08/2024;1.01.02.04.07.00001
62760;28/06/2024;1030;Bobina #14 Zn 1,95x1000mm;6.000,00;KG;6,95;20878;PANATLANTICA CATARINENSE S.A.;Atendido;24/07/2024;24/07/2024;109;Marcia - Compras;12;28/42/56 DIAS;26/07/2024 - 09/08/2024;1.01.02.04.07.00001
62761;28/06/2024;1030;Bobina #14 Zn 1,95x1000mm;12.000,00;KG;6,95;20878;PANATLANTICA CATARINENSE S.A.;Atendido;07/08/2024;07/08/2024;109;Marcia - Compras;12;28/42/56 DIAS;09/08/2024 - 14/08/2024;1.01.02.04.07.00001
62762;28/06/2024;1030;Bobina #14 Zn 1,95x1000mm;12.000,00;KG;6,95;20878;PANATLANTICA CATARINENSE S.A.;Atendido;21/08/2024;21/08/2024;109;Marcia - Compras;12;28/42/56 DIAS;21/08/2024 - 22/08/2024;1.01.02.04.07.00001
62981;09/07/2024;1030;Bobina #14 Zn 1,95x1000mm;12.000,00;KG;6,71;23948;ARCELOR MITTAL BRASIL S/A;Atendido;02/09/2024;28/08/2024;109;Marcia - Compras;14;30/45/60 DIAS;02/09/2024;1.01.02.04.07.00001
62982;09/07/2024;1030;Bobina #14 Zn 1,95x1000mm;18.000,00;KG;6,71;23948;ARCELOR MITTAL BRASIL S/A;Atendido;16/09/2024;30/09/2024;109;Marcia - Compras;14;30/45/60 DIAS;02/09/2024 - 21/10/2024;1.01.02.04.07.00001
62983;09/07/2024;1030;Bobina #14 Zn 1,95x1000mm;12.000,00;KG;6,71;23948;ARCELOR MITTAL BRASIL S/A;Atendido;07/10/2024;30/09/2024;109;Marcia - Compras;14;30/45/60 DIAS;21/10/2024 - 25/10/2024 - 25/10/2024;1.01.02.04.07.00001
62984;09/07/2024;1030;Bobina #14 Zn 1,95x1000mm;18.000,00;KG;6,71;23948;ARCELOR MITTAL BRASIL S/A;Atendido;21/10/2024;30/09/2024;109;Marcia - Compras;136;44-59-74 dias;25/10/2024;1.01.02.04.07.00001
62985;09/07/2024;1030;Bobina #14 Zn 1,95x1000mm;12.000,00;KG;6,71;23948;ARCELOR MITTAL BRASIL S/A;Atendido;06/11/2024;30/09/2024;109;Marcia - Compras;136;44-59-74 dias;25/10/2024;1.01.02.04.07.00001
62986;09/07/2024;1030;Bobina #14 Zn 1,95x1000mm;13.000,00;KG;6,71;23948;ARCELOR MITTAL BRASIL S/A;Atendido;20/11/2024;27/11/2024;109;Marcia - Compras;136;44-59-74 dias;29/10/2024 - 27/11/2024 - 27/11/2024;1.01.02.04.07.00001
63501;01/08/2024;1030;Bobina #14 Zn 1,95x1000mm;12.000,00;KG;6,95;20878;PANATLANTICA CATARINENSE S.A.;Atendido;07/08/2024;02/12/2024;109;Marcia - Compras;133;28-42-56-68;14/08/2024 - 22/08/2024;1.01.02.04.07.00001
64631;26/09/2024;1030;Bobina #14 Zn 1,95x1000mm;12.000,00;KG;6,71;23948;ARCELOR MITTAL BRASIL S/A;Atendido;28/10/2024;08/01/2025;109;Marcia - Compras;136;44-59-74 dias;27/11/2024 - 15/01/2025;1.01.02.04.07.00001
65195;29/10/2024;1030;Bobina #14 Zn 1,95x1000mm;6.000,00;KG;6,87;23948;ARCELOR MITTAL BRASIL S/A;Atendido;18/11/2024;02/12/2024;109;Marcia - Compras;136;44-59-74 dias;08/11/2024;1.01.02.04.07.00001
65715;28/11/2024;1030;Bobina #14 Zn 1,95x1000mm;18.000,00;KG;6,71;23948;ARCELOR MITTAL BRASIL S/A;Atendido;15/01/2025;15/01/2025;109;Marcia - Compras;136;44-59-74 dias;15/01/2025 - 17/01/2025 - 17/01/2025 - 17/01/2025;1.01.02.04.07.00001
65728;28/11/2024;1030;Bobina #14 Zn 1,95x1000mm;42.000,00;KG;6,71;23948;ARCELOR MITTAL BRASIL S/A;Atendido;31/01/2025;07/02/2025;109;Marcia - Compras;136;44-59-74 dias;17/01/2025 - 23/01/2025 - 23/01/2025 - 06/02/2025;1.01.02.04.07.00001
61822;07/05/2024;1031;Bobina #14 Zn 1,95x1200mm;6.000,00;KG;7,05;20878;PANATLANTICA CATARINENSE S.A.;Atendido;20/05/2024;20/05/2024;109;Marcia - Compras;12;28/42/56 DIAS;17/05/2024;1.01.02.04.07.00004
62181;30/05/2024;1031;Bobina #14 Zn 1,95x1200mm;6.000,00;KG;6,77;20878;PANATLANTICA CATARINENSE S.A.;Atendido;12/06/2024;12/06/2024;109;Marcia - Compras;12;28/42/56 DIAS;19/06/2024;1.01.02.04.07.00004
62763;28/06/2024;1031;Bobina #14 Zn 1,95x1200mm;6.000,00;KG;6,75;24241;ELETROPOLL ELETRODUTOS METALICOS LTDA;Atendido;03/07/2024;08/07/2024;109;Marcia - Compras;14;30/45/60 DIAS;12/07/2024;1.01.02.04.07.00004
63502;01/08/2024;1031;Bobina #14 Zn 1,95x1200mm;12.000,00;KG;6,95;20878;PANATLANTICA CATARINENSE S.A.;Atendido;07/08/2024;31/08/2024;109;Marcia - Compras;133;28-42-56-68;14/08/2024;1.01.02.04.07.00004
64026;28/08/2024;1031;Bobina #14 Zn 1,95x1200mm;12.000,00;KG;7,18;20878;PANATLANTICA CATARINENSE S.A.;Atendido;16/09/2024;16/09/2024;109;Marcia - Compras;12;28/42/56 DIAS;17/09/2024;1.01.02.04.07.00004
65740;29/11/2024;1031;Bobina #14 Zn 1,95x1200mm;12.000,00;KG;7,18;20878;PANATLANTICA CATARINENSE S.A.;Atendido;08/01/2025;08/01/2025;109;Marcia - Compras;133;28-42-56-68;13/01/2025;1.01.02.04.07.00004
61296;28/03/2024;1035;Bobina #16 Zn 1,55x1000mm;6.000,00;KG;7,05;20878;PANATLANTICA CATARINENSE S.A.;Atendido;29/04/2024;29/04/2024;109;Marcia - Compras;12;28/42/56 DIAS;30/04/2024;1.01.02.04.06.00001
61299;28/03/2024;1035;Bobina #16 Zn 1,55x1000mm;18.000,00;KG;6,77;23948;ARCELOR MITTAL BRASIL S/A;Atendido;15/04/2024;15/04/2024;109;Marcia - Compras;14;30/45/60 DIAS;03/04/2024;1.01.02.04.06.00001
62043;23/05/2024;1035;Bobina #16 Zn 1,55x1000mm;12.000,00;KG;6,77;23066;ARCELORMITTAL BRASIL S A;Atendido;03/06/2024;03/06/2024;109;Marcia - Compras;14;30/45/60 DIAS;04/06/2024;1.01.02.04.06.00001
62043;23/05/2024;1035;Bobina #16 Zn 1,55x1000mm;12.000,00;KG;6,77;23066;ARCELORMITTAL BRASIL S A;Atendido;03/06/2024;09/09/2024;109;Marcia - Compras;14;30/45/60 DIAS;04/06/2024 - 05/06/2024 - 21/08/2024;1.01.02.04.06.00001
62043;23/05/2024;1035;Bobina #16 Zn 1,55x1000mm;12.000,00;KG;6,77;23066;ARCELORMITTAL BRASIL S A;Atendido;03/06/2024;09/09/2024;109;Marcia - Compras;14;30/45/60 DIAS;21/08/2024 - 23/08/2024 - 02/09/2024;1.01.02.04.06.00001
62755;28/06/2024;1035;Bobina #16 Zn 1,55x1000mm;6.000,00;KG;6,95;20878;PANATLANTICA CATARINENSE S.A.;Atendido;24/07/2024;24/07/2024;109;Marcia - Compras;12;28/42/56 DIAS;17/07/2024;1.01.02.04.06.00001
62756;28/06/2024;1035;Bobina #16 Zn 1,55x1000mm;12.000,00;KG;6,95;20878;PANATLANTICA CATARINENSE S.A.;Atendido;08/08/2024;08/08/2024;109;Marcia - Compras;12;28/42/56 DIAS;09/08/2024 - 16/08/2024;1.01.02.04.06.00001
62757;28/06/2024;1035;Bobina #16 Zn 1,55x1000mm;12.000,00;KG;6,95;20878;PANATLANTICA CATARINENSE S.A.;Atendido;21/08/2024;21/08/2024;109;Marcia - Compras;12;28/42/56 DIAS;16/08/2024 - 22/08/2024;1.01.02.04.06.00001
62974;09/07/2024;1035;Bobina #16 Zn 1,55x1000mm;12.000,00;KG;6,71;23948;ARCELOR MITTAL BRASIL S/A;Atendido;02/09/2024;30/09/2024;109;Marcia - Compras;14;30/45/60 DIAS;02/09/2024 - 27/09/2024 - 26/09/2024;1.01.02.04.06.00001
62975;09/07/2024;1035;Bobina #16 Zn 1,55x1000mm;12.000,00;KG;6,71;23948;ARCELOR MITTAL BRASIL S/A;Atendido;16/09/2024;30/09/2024;109;Marcia - Compras;14;30/45/60 DIAS;26/09/2024 - 27/09/2024 - 27/09/2024 - 30/09/2024;1.01.02.04.06.00001
62976;09/07/2024;1035;Bobina #16 Zn 1,55x1000mm;12.000,00;KG;6,71;23948;ARCELOR MITTAL BRASIL S/A;Atendido;02/10/2024;30/09/2024;109;Marcia - Compras;136;44-59-74 dias;30/09/2024 - 02/10/2024 - 02/10/2024;1.01.02.04.06.00001
62977;09/07/2024;1035;Bobina #16 Zn 1,55x1000mm;12.000,00;KG;6,71;23948;ARCELOR MITTAL BRASIL S/A;Atendido;21/10/2024;30/09/2024;109;Marcia - Compras;136;44-59-74 dias;02/10/2024 - 18/10/2024 - 18/10/2024;1.01.02.04.06.00001
62978;09/07/2024;1035;Bobina #16 Zn 1,55x1000mm;12.000,00;KG;6,71;23948;ARCELOR MITTAL BRASIL S/A;Atendido;04/11/2024;02/12/2024;109;Marcia - Compras;136;44-59-74 dias;18/10/2024 - 05/12/2024;1.01.02.04.06.00001
62979;09/07/2024;1035;Bobina #16 Zn 1,55x1000mm;13.306,00;KG;6,71;23948;ARCELOR MITTAL BRASIL S/A;Atendido;18/11/2024;27/02/2025;109;Marcia - Compras;14;30/45/60 DIAS;05/12/2024 - 28/02/2025;1.01.02.04.06.00001
63498;01/08/2024;1035;Bobina #16 Zn 1,55x1000mm;18.000,00;KG;7,05;20878;PANATLANTICA CATARINENSE S.A.;Atendido;12/08/2024;31/08/2024;109;Marcia - Compras;12;28/42/56 DIAS;21/08/2024;1.01.02.04.06.00001
63499;01/08/2024;1035;Bobina #16 Zn 1,55x1000mm;12.000,00;KG;7,05;20878;PANATLANTICA CATARINENSE S.A.;Atendido;21/08/2024;21/08/2024;109;Marcia - Compras;133;28-42-56-68;16/09/2024;1.01.02.04.06.00001
65738;29/11/2024;1035;Bobina #16 Zn 1,55x1000mm;18.000,00;KG;7,05;20878;PANATLANTICA CATARINENSE S.A.;Atendido;15/01/2025;15/01/2025;109;Marcia - Compras;133;28-42-56-68;13/01/2025;1.01.02.04.06.00001
61260;28/03/2024;1036;Bobina #16 Zn 1,55x1200mm;6.000,00;KG;7,05;20878;PANATLANTICA CATARINENSE S.A.;Atendido;08/04/2024;08/04/2024;109;Marcia - Compras;12;28/42/56 DIAS;10/04/2024;1.01.02.04.06.00002
61810;06/05/2024;1036;Bobina #16 Zn 1,55x1200mm;6.000,00;KG;7,05;20878;PANATLANTICA CATARINENSE S.A.;Atendido;10/06/2024;10/06/2024;109;Marcia - Compras;12;28/42/56 DIAS;30/05/2024;1.01.02.04.06.00002
62175;30/05/2024;1036;Bobina #16 Zn 1,55x1200mm;6.000,00;KG;6,74;20878;PANATLANTICA CATARINENSE S.A.;Atendido;19/06/2024;19/06/2024;109;Marcia - Compras;12;28/42/56 DIAS;24/06/2024;1.01.02.04.06.00002
62758;28/06/2024;1036;Bobina #16 Zn 1,55x1200mm;12.000,00;KG;6,95;20878;PANATLANTICA CATARINENSE S.A.;Atendido;03/07/2024;03/07/2024;109;Marcia - Compras;12;28/42/56 DIAS;18/07/2024;1.01.02.04.06.00002
64027;28/08/2024;1036;Bobina #16 Zn 1,55x1200mm;6.000,00;KG;6,95;20878;PANATLANTICA CATARINENSE S.A.;Atendido;16/09/2024;16/09/2024;109;Marcia - Compras;12;28/42/56 DIAS;17/09/2024;1.01.02.04.06.00002
65173;28/10/2024;1036;Bobina #16 Zn 1,55x1200mm;6.000,00;KG;6,95;20878;PANATLANTICA CATARINENSE S.A.;Atendido;27/11/2024;30/11/2024;109;Marcia - Compras;12;28/42/56 DIAS;28/11/2024;1.01.02.04.06.00002
65739;29/11/2024;1036;Bobina #16 Zn 1,55x1200mm;6.000,00;KG;6,95;20878;PANATLANTICA CATARINENSE S.A.;Atendido;22/01/2025;22/01/2025;109;Marcia - Compras;133;28-42-56-68;24/01/2025;1.01.02.04.06.00002
60661;22/02/2024;1042;Bobina #18 Zn 1,25x1000mm;6.000,00;KG;7,05;20878;PANATLANTICA CATARINENSE S.A.;Atendido;04/03/2024;04/03/2024;109;Marcia - Compras;12;28/42/56 DIAS;06/03/2024;1.01.02.04.05.00001
61809;06/05/2024;1042;Bobina #18 Zn 1,25x1000mm;6.000,00;KG;7,05;20878;PANATLANTICA CATARINENSE S.A.;Atendido;20/05/2024;20/05/2024;109;Marcia - Compras;12;28/42/56 DIAS;16/05/2024;1.01.02.04.05.00001
62173;30/05/2024;1042;Bobina #18 Zn 1,25x1000mm;6.000,00;KG;6,77;20878;PANATLANTICA CATARINENSE S.A.;Atendido;19/06/2024;19/06/2024;109;Marcia - Compras;12;28/42/56 DIAS;24/06/2024;1.01.02.04.05.00001
62753;28/06/2024;1042;Bobina #18 Zn 1,25x1000mm;6.000,00;KG;6,95;20878;PANATLANTICA CATARINENSE S.A.;Atendido;24/07/2024;24/07/2024;109;Marcia - Compras;12;28/42/56 DIAS;24/07/2024;1.01.02.04.05.00001
64380;13/09/2024;1042;Bobina #18 Zn 1,25x1000mm;6.000,00;KG;6,71;23948;ARCELOR MITTAL BRASIL S/A;Atendido;30/09/2024;02/12/2024;109;Marcia - Compras;136;44-59-74 dias;27/09/2024;1.01.02.04.05.00001
62174;30/05/2024;1043;Bobina #18 Zn 1,25x1200mm;12.000,00;KG;6,77;20878;PANATLANTICA CATARINENSE S.A.;Atendido;26/06/2024;26/06/2024;109;Marcia - Compras;12;28/42/56 DIAS;26/06/2024;1.01.02.04.05.00002
62754;28/06/2024;1043;Bobina #18 Zn 1,25x1200mm;18.000,00;KG;6,95;20878;PANATLANTICA CATARINENSE S.A.;Atendido;07/08/2024;07/08/2024;109;Marcia - Compras;12;28/42/56 DIAS;07/08/2024;1.01.02.04.05.00002
64382;13/09/2024;1043;Bobina #18 Zn 1,25x1200mm;12.000,00;KG;6,71;23948;ARCELOR MITTAL BRASIL S/A;Atendido;30/09/2024;30/09/2024;109;Marcia - Compras;136;44-59-74 dias;21/10/2024;1.01.02.04.05.00002
64629;26/09/2024;1043;Bobina #18 Zn 1,25x1200mm;6.000,00;KG;6,71;23948;ARCELOR MITTAL BRASIL S/A;Atendido;14/10/2024;14/10/2024;109;Marcia - Compras;136;44-59-74 dias;21/10/2024;1.01.02.04.05.00002
64630;26/09/2024;1043;Bobina #18 Zn 1,25x1200mm;12.000,00;KG;6,71;23948;ARCELOR MITTAL BRASIL S/A;Atendido;04/11/2024;04/11/2024;109;Marcia - Compras;136;44-59-74 dias;21/10/2024 - 25/10/2024 - 25/10/2024;1.01.02.04.05.00002
65714;28/11/2024;1043;Bobina #18 Zn 1,25x1200mm;12.000,00;KG;6,71;23948;ARCELOR MITTAL BRASIL S/A;Atendido;08/01/2025;07/02/2025;109;Marcia - Compras;136;44-59-74 dias;17/01/2025 - 06/02/2025;1.01.02.04.05.00002
62171;30/05/2024;1048;Bobina #19 Zn 1,11x1200MM;6.000,00;KG;6,85;20878;PANATLANTICA CATARINENSE S.A.;Atendido;19/06/2024;19/06/2024;109;Marcia - Compras;12;28/42/56 DIAS;24/06/2024;1.01.02.04.04.00002
